C.D.S.  -  SIMBAD4 rel 1.8  -  2025.07.03CEST11:55:02

Vmag < 6 & otype = 'Star'
-------------------------

Number of objects : 5066

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
3245|* kap Cru                          |SB*|12 53 48.9198156672 -60 22 34.469837436|5.62     |6.12     |5.94     |7.12     |     ~   |B5I                  | 130 |   0
3246|* tau08 Eri                        |SB*|03 53 42.7023562560 -24 36 44.021417544|     ~   |4.496    |4.623    |     ~   |     ~   |B6V                  | 120 |   0
3247|* 16 Ari                           |*  |02 11 12.0548644944 +25 56 12.992153964|     ~   |7.376    |5.999    |     ~   |     ~   |K4III                |  26 |   0
3248|* alf Sco                          |s*r|16 29 24.45970 -26 25 55.2094          |4.08     |2.75     |0.91     |-0.64    |-1.87    |M1.5Iab+B2Vn         | 770 |   0
3249|HD 120640                          |Pu*|13 51 47.2155271416 -46 53 55.199706720|4.84     |5.598    |5.752    |     ~   |     ~   |B2III                |  99 |   0
3250|* omi Ari                          |*  |02 44 32.9719455024 +15 18 42.695529048|     ~   |5.750    |5.777    |     ~   |     ~   |B9Vn                 |  53 |   0
3251|HD 221525                          |PM*|23 27 00.9306209496 +87 18 27.041264352|     ~   |5.790    |5.560    |     ~   |     ~   |A7IV                 |  54 |   0
3252|* eps Ari                          |** |02 59 12.72536 +21 20 25.5575          |4.75     |4.67     |4.63     |4.58     |4.56     |A2IV+A3IVs           |  45 |   0
3253|* alf Pav                          |SB*|20 25 38.85705 -56 44 06.3230          |1.03     |1.791    |1.918    |     ~   |     ~   |B2IV                 | 281 |   1
3254|* kap Tel                          |PM*|18 52 39.6449693304 -52 06 26.531218836|     ~   |6.138    |5.173    |     ~   |     ~   |G8/K0III             |  41 |   0
3255|* zet Cyg                          |SB*|21 12 56.1859894833 +30 13 36.835250232|4.96     |4.20     |3.21     |2.52     |2.04     |G8+III-IIIaBa0.5     | 349 |   0
3256|V* T Cyg                           |LP?|20 47 10.7523451296 +34 22 26.841017100|     ~   |6.224    |4.930    |5.33     |     ~   |K3III                |  77 |   0
3257|* zet Crv                          |Be*|12 20 33.6419830656 -22 12 57.241705320|4.73     |5.11     |5.21     |     ~   |     ~   |B8V                  |  85 |   0
3258|HD 22676                           |*  |03 29 58.8930057024 -78 21 06.663387096|     ~   |6.612    |5.668    |     ~   |     ~   |G8III                |  33 |   0
3259|HD 22675                           |RG*|03 38 29.2528166112 -07 23 30.701131116|     ~   |6.837    |5.849    |     ~   |     ~   |G8.5IIIb             |  55 |   0
3260|V* IS Vel                          |bC*|08 09 43.1541985440 -47 56 13.890437304|4.12     |5.017    |5.217    |     ~   |     ~   |B2V                  |  94 |   1
3261|* l Vel                            |PM*|09 15 36.7081382568 -38 34 11.794659636|7.11     |6.05     |4.94     |4.15     |3.58     |K1III                |  47 |   0
3262|* 110 Vir                          |PM*|15 02 54.0375635908 +02 05 28.695699730|6.31     |5.44     |4.40     |3.59     |3.05     |K0+IIIbFe-0.5        | 131 |   0
3263|* omi02 Cen                        |sg*|11 31 48.7995475440 -59 30 56.329619148|5.52     |5.63     |5.14     |4.61     |4.15     |A2Ia                 |  83 |   0
3264|HD 180885                          |Be*|19 19 39.9943579872 -35 25 17.253474852|4.88     |5.446    |5.579    |     ~   |     ~   |B6IIIe               |  65 |   0
3265|* eta Crv                          |PM*|12 32 04.2264018482 -16 11 45.618615379|     ~   |4.658    |4.294    |     ~   |     ~   |F2V                  | 336 |   0
3266|* 4 Ser                            |PM*|15 15 49.0775968992 +00 22 19.695424008|     ~   |5.800    |5.623    |     ~   |     ~   |A5V                  |  60 |   0
3267|HD 45871A                          |*  |06 28 39.2435268096 -32 22 16.599924912|     ~   |5.73     |5.89     |     ~   |     ~   |~                    |   1 |   0
3268|HD 167720                          |*  |18 17 11.6270413656 -17 22 26.011291224|9.03     |7.33     |5.75     |     ~   |     ~   |K2III                |  25 |   0
3269|* 60 Cet                           |PM*|02 03 11.6503068984 +00 07 42.629435904|     ~   |5.579    |5.423    |     ~   |     ~   |A3IV                 |  61 |   0
3270|* sig Cas A                        |*  |23 59 00.5382911352 +55 45 17.746153200|     ~   |4.90     |5.01     |     ~   |     ~   |~                    |   8 |   0
3271|* 1 Hya                            |SB*|08 24 35.0141853312 -03 45 04.472972064|6.01     |6.07     |5.61     |     ~   |     ~   |F6V                  | 147 |   0
3272|* eps Pyx                          |*  |09 09 56.4096165336 -30 21 55.440474804|     ~   |5.765    |5.593    |     ~   |     ~   |A4IV                 |  55 |   0
3273|* lam Vel                          |s*r|09 07 59.75787 -43 25 57.3273          |5.67     |3.86     |2.21     |0.97     |0.03     |K4Ib                 | 226 |   0
3274|* del Cru                          |Pu*|12 15 08.7184790676 -58 44 56.126676618|1.63     |2.568    |2.752    |     ~   |     ~   |B2IV                 | 219 |   1
3275|* 61 Vir                           |PM*|13 18 24.3139864471 -18 18 40.297748582|5.710    |5.440    |4.740    |     ~   |     ~   |G6.5V                | 716 |   1
3276|HD 166988                          |** |18 11 45.1231828416 +33 26 49.411527648|6.050    |6.010    |5.970    |     ~   |     ~   |A3V                  |  70 |   0
3277|* del Men                          |PM*|04 17 59.2697933112 -80 12 50.514833736|     ~   |6.511    |5.680    |     ~   |     ~   |K2/3III+A            |  32 |   0
3278|* kap Gru                          |PM*|23 04 39.6276709728 -53 57 53.647724016|     ~   |6.834    |5.363    |     ~   |     ~   |K5III                |  39 |   0
3279|* bet02 Sgr                        |PM*|19 23 13.1375641478 -44 47 59.203680325|     ~   |4.601    |4.270    |     ~   |     ~   |F2/3V                |  52 |   0
3280|* pi. Cep                          |** |23 07 53.85377 +75 23 14.9951          |5.67     |5.21     |4.41     |     ~   |     ~   |G3III+F3V            | 182 |   0
3281|* O Vel                            |PM*|09 43 42.2345011896 -53 53 28.614477444|     ~   |5.504    |5.544    |     ~   |     ~   |A0IV                 |  51 |   0
3282|* lam Cap                          |*  |21 46 32.0971164144 -11 21 57.438820512|     ~   |5.560    |5.567    |     ~   |     ~   |A0V                  |  67 |   0
3283|* 33 Oph                           |V* |17 03 39.3020359104 +13 36 19.251315216|     ~   |5.913    |5.908    |     ~   |     ~   |A1V                  |  65 |   0
3284|* 64 Vir                           |** |13 22 09.7048864632 +05 09 17.115496380|     ~   |5.989    |5.873    |     ~   |5.82     |kA3hA6mA7            |  72 |   0
3285|* 117 Tau                          |V* |05 28 01.6100522208 +17 14 20.867570448|     ~   |7.375    |5.758    |     ~   |     ~   |M1III                |  39 |   0
3286|* psi09 Aur                        |Be*|06 56 32.0579741496 +46 16 26.395726332|5.36     |5.81     |5.87     |     ~   |     ~   |B8IIIe               |  77 |   0
3287|* 43 UMa                           |PM*|10 51 11.0083686912 +56 34 56.126481816|     ~   |6.796    |5.661    |     ~   |     ~   |K2III                |  32 |   0
3288|* 93 Leo                           |RS*|11 47 59.13595 +20 13 08.1500          |     ~   |5.07     |4.52     |     ~   |     ~   |F8III+A6III          | 226 |   0
3289|* 9 Peg                            |V* |21 44 30.6958020785 +17 21 00.062899998|6.48     |5.52     |4.35     |3.53     |2.98     |G5Ib                 | 271 |   0
3290|* 49 Dra                           |*  |19 00 43.4564400648 +55 39 29.883053808|     ~   |6.368    |5.513    |     ~   |     ~   |G6IIbFe-0.5          |  62 |   0
3291|HD 39640                           |PM*|05 50 53.2214839800 -52 06 31.947223788|     ~   |6.142    |5.166    |     ~   |     ~   |G8III                |  63 |   0
3292|* P Cyg                            |s*b|20 17 47.2019733389 +38 01 58.549132671|4.66     |5.24     |4.82     |4.28     |4.02     |B1-2Ia-0ep           |1189 |   1
3293|* alf Peg                          |PM*|23 04 45.65345 +15 12 18.9617          |2.38     |2.44     |2.48     |2.47     |2.50     |A0IV                 | 361 |   0
3294|* gam Tri                          |PM*|02 17 18.8672733581 +33 50 49.908545398|     ~   |4.02     |4.00     |     ~   |4.05     |A1Vnn                | 205 |   0
3295|* alf Gem A                        |SB*|07 34 35.862828 +31 53 17.79429        |     ~   |     ~   |1.9      |     ~   |     ~   |A1.5IV+              | 393 |   0
3296|* 44 UMa                           |PM*|10 53 34.4520785448 +54 35 06.458632728|     ~   |6.451    |5.111    |     ~   |     ~   |K3III                | 118 |   0
3297|* lam Cyg                          |** |20 47 24.53766 +36 29 26.5737          |3.93     |4.43     |4.54     |4.58     |4.69     |B5V                  | 311 |   0
3298|HD 186185                          |PM*|19 43 33.5477235951 -15 28 12.076153462|     ~   |5.95     |5.49     |     ~   |     ~   |F6IV-V               |  88 |   0
3299|* eta Lyr                          |SB*|19 13 45.4884201191 +39 08 45.477640475|3.58     |4.243    |4.398    |     ~   |     ~   |B6                   | 161 |   0
3300|* 46 Leo                           |LP*|10 32 11.7734449491 +14 08 14.170878403|9.18     |7.14     |5.46     |     ~   |     ~   |M1III                | 101 |   0
3301|* 21 Com                           |a2*|12 31 00.5605002264 +24 34 01.797245328|     ~   |5.496    |5.436    |     ~   |     ~   |A2pv                 | 292 |   0
3302|* eps Dor                          |V* |05 49 53.5294723780 -66 54 04.313513558|4.48     |4.97     |5.11     |     ~   |     ~   |B6V                  |  72 |   0
3303|HD 198431                          |PM*|20 50 41.7767373192 -12 32 41.647912044|     ~   |6.948    |5.872    |     ~   |     ~   |K1III                |  37 |   0
3304|V* V810 Cen                        |LP*|11 43 31.1923164072 -62 29 21.827165856|6.18     |5.83     |5.03     |4.27     |3.91     |G0_0-IaFe1           | 154 |   0
3305|* 70 Her                           |*  |17 20 54.2059011504 +24 29 57.968807964|5.11     |5.09     |5.12     |     ~   |     ~   |A2V                  |  57 |   0
3306|* chi Dra                          |SB*|18 21 03.38255 +72 43 58.2518          |4.010    |4.070    |3.580    |3.14     |2.83     |F7V                  | 414 |   1
3307|* iot Del                          |SB*|20 37 49.1197657584 +11 22 39.630833580|     ~   |5.466    |5.418    |     ~   |     ~   |A1IV                 | 110 |   0
3308|* mu. Cha                          |SB*|10 00 43.7937235440 -82 12 52.812463212|     ~   |5.561    |5.520    |     ~   |     ~   |A0IV                 |  25 |   0
3309|* 14 CVn                           |V* |13 05 44.4355388112 +35 47 56.039769924|     ~   |5.132    |5.195    |     ~   |     ~   |B9V                  | 100 |   0
3310|HD 91437                           |*  |10 32 33.6095428200 -44 37 06.620128608|     ~   |6.818    |5.903    |     ~   |     ~   |G6/8III              |  27 |   0
3311|V* NZ Peg                          |RR?|21 39 01.1887179552 +20 15 55.623301164|     ~   |6.065    |5.762    |     ~   |     ~   |F1Vnn                |  74 |   0
3312|HD 178233                          |PM*|19 06 37.7343393336 +28 37 42.942413568|5.88     |5.84     |5.55     |     ~   |     ~   |F0III                |  67 |   0
3313|* nu. Aur                          |*  |05 51 29.3694581040 +39 08 54.686085540|6.160    |5.090    |3.950    |3.15     |2.59     |K0.5IIICN0.5         | 203 |   0
3314|HD 82984                           |** |09 33 44.53887 -49 00 18.2741          |4.43     |5.00     |5.12     |     ~   |     ~   |B5III                |  64 |   0
3315|* 84 Cet A                         |PM*|02 41 13.9993054560 -00 41 44.345510088|     ~   |6.25     |5.77     |     ~   |     ~   |~                    |   8 |   0
3316|* h Lup                            |PM*|15 42 38.3165019600 -37 25 29.781164856|     ~   |6.218    |5.240    |     ~   |     ~   |G8/K0III             |  34 |   0
3317|* 55 Ori                           |Pu*|05 51 21.9836353224 -07 31 04.810910700|4.32     |5.147    |5.341    |     ~   |     ~   |B2V                  | 104 |   0
3318|HD 217157                          |PM*|22 51 03.0627080880 +85 22 25.445316792|     ~   |7.236    |5.891    |     ~   |     ~   |K5                   |  16 |   0
3319|* alf Lup                          |bC*|14 41 55.7557866 -47 23 17.515486      |1.22     |2.126    |2.286    |     ~   |     ~   |B1.5III              | 244 |   0
3320|HD 11727                           |*  |01 55 54.4807023840 +37 16 40.045649772|     ~   |7.502    |5.867    |     ~   |     ~   |M0III                |  38 |   0
3321|* 51 Cyg                           |*  |20 42 12.6305206584 +50 20 24.066965544|4.64     |5.286    |5.401    |     ~   |     ~   |B2V                  |  85 |   0
3322|HD 49689                           |PM*|06 46 52.6732787832 -51 15 56.404306512|     ~   |6.677    |5.379    |     ~   |     ~   |K1II/III(+G)p        |  24 |   0
3323|* 23 LMi                           |Em*|10 16 14.4301249416 +29 18 37.707535512|     ~   |5.500    |5.488    |     ~   |     ~   |A2IV                 |  70 |   0
3324|* b Cnc                            |a2*|08 44 45.0357084768 +10 04 54.007285728|5.30     |5.55     |5.66     |     ~   |     ~   |A1VpHgMnSiEu         | 189 |   0
3325|* kap Nor                          |*  |16 13 28.7300726256 -54 37 49.683051444|6.79     |5.98     |4.94     |     ~   |     ~   |G8III                |  32 |   0
3326|* rho Oph A                        |*  |16 25 35.1185711280 -23 26 49.831640736|4.3      |5.22     |5.05     |     ~   |     ~   |B1V                  | 428 |   0
3327|HD 189944                          |*  |20 01 44.7103226688 +24 48 01.497481200|     ~   |5.732    |5.870    |     ~   |     ~   |B4V                  |  57 |   0
3328|HD 78702                           |PM*|09 09 04.2106655736 -18 19 42.785652648|     ~   |5.724    |5.722    |     ~   |     ~   |A0/1V                |  46 |   0
3329|* zet Men                          |PM*|06 40 02.8908749352 -80 48 48.938483052|     ~   |5.799    |5.606    |     ~   |     ~   |A3/5III              |  41 |   0
3330|* gam Psc                          |PM*|23 17 09.9371132484 +03 16 56.245688417|5.20     |4.62     |3.70     |2.98     |2.47     |G9III:Fe-2           | 275 |   0
3331|HD 174464                          |*  |18 50 58.5124524696 -09 46 26.747645700|6.74     |6.410    |5.836    |     ~   |     ~   |F2II-III             |  52 |   0
3332|HD 182955                          |*  |19 26 28.6865078856 +19 53 29.381827056|9.29     |7.39     |5.87     |4.69     |3.65     |M0III                |  61 |   0
